epoch,train_loss,val_loss,train_acc,val_acc,train_spikes,val_spikes
41,0.6785330194979906,0.6538182752473014,46.1,51.5,0.3485858,0.349032
42,0.6783083230257034,0.6570280960627964,47.6,44.5,0.3485858,0.349032
43,0.677959805354476,0.6524987731661115,45.6,53.5,0.3485858,0.349032
44,0.678135933354497,0.6582006301198687,48.6,44.5,0.3485858,0.349032
45,0.6806077212095261,0.651959240436554,48.2,51.5,0.3485858,0.349032
46,0.6764526441693306,0.6524573309080941,48.7,51.5,0.3485858,0.349032
47,0.6736881863325834,0.6527283191680908,44.5,51.5,0.3485858,0.349032
48,0.6780245266854763,0.6519821797098432,47.2,51.5,0.3485858,0.349032
49,0.6760476250201464,0.6526824831962585,47.2,49.0,0.3485858,0.349032
50,0.6736436951905489,0.6529919419969831,49.0,46.5,0.3485858,0.349032
51,0.6728864144533873,0.6500430873462132,47.4,51.5,0.3485858,0.349032
52,0.6728045903146267,0.65175461769104,46.2,49.0,0.3485858,0.349032
53,0.6706831566989422,0.6482697554997036,45.8,53.5,0.3485858,0.349032
54,0.6698901318013668,0.6472314511026654,48.8,53.5,0.3485858,0.349032
55,0.6719475146383047,0.6471235752105713,47.0,53.0,0.3485858,0.349032
56,0.6719471104443073,0.654679673058646,51.1,50.5,0.3485858,0.349032
57,0.6673396117985249,0.6460467576980591,48.8,53.5,0.3485858,0.349032
58,0.669356856495142,0.6476337994847979,50.6,52.0,0.3485858,0.349032
59,0.6689025070518255,0.6452742985316685,46.2,55.5,0.3485858,0.349032
60,0.6672170925885439,0.6505378058978489,50.2,50.5,0.3485858,0.349032
61,0.6700049620121717,0.6465919102941241,50.1,56.5,0.3485858,0.349032
62,0.6701457891613245,0.6442882163184029,49.1,51.5,0.3485858,0.349032
63,0.6649846620857716,0.6431191478456769,47.9,53.5,0.3485858,0.349032
64,0.665247218683362,0.6429996831076485,49.1,51.5,0.3485858,0.349032
65,0.6641330327838659,0.6435901182038444,48.6,54.0,0.3485858,0.349032
66,0.6641883552074432,0.6435566885130746,53.7,52.0,0.3485858,0.349032
67,0.6616528481245041,0.6434312292507717,50.9,49.0,0.3485858,0.349032
68,0.6634751092642546,0.6402311325073242,48.7,55.5,0.3485858,0.349032
69,0.659453421831131,0.6470140133585248,53.1,53.0,0.3485858,0.349032
70,0.6629116367548704,0.6409339053290231,50.7,54.0,0.3485858,0.349032
71,0.6607119310647249,0.6460138218743461,53.2,50.5,0.3485858,0.349032
72,0.6589049287140369,0.6386774778366089,52.0,58.0,0.3485858,0.349032
73,0.659499641507864,0.6378713590758187,51.6,58.0,0.3485858,0.349032
74,0.6578276269137859,0.6469302177429199,55.8,56.0,0.3485858,0.349032
75,0.6610337700694799,0.6376188312258039,50.2,58.0,0.3485858,0.349032
76,0.6587303765118122,0.6385483401162284,54.6,56.5,0.3485858,0.349032
77,0.659300496801734,0.6380246707371303,52.7,52.0,0.3485858,0.349032
78,0.654908649623394,0.6355189425604684,52.2,55.5,0.3485858,0.349032
79,0.6556801721453667,0.6349704010146004,55.6,58.0,0.3485858,0.349032
80,0.6552671026438475,0.6342591302735465,59.9,60.5,0.3485858,0.349032
81,0.655290637165308,0.6371047241347176,58.1,49.0,0.3485858,0.349032
82,0.6541462186723948,0.6325985789299011,52.4,58.0,0.3485858,0.349032
83,0.6541558094322681,0.6388156414031982,58.2,59.0,0.3485858,0.349032
84,0.6516577210277319,0.6370057548795428,55.4,54.5,0.3485858,0.349032
85,0.6534679792821407,0.632279098033905,55.6,58.0,0.3485858,0.349032
86,0.6512897871434689,0.637812214238303,58.2,62.0,0.3485858,0.349032
87,0.6529385298490524,0.6395600352968488,55.0,57.5,0.3485858,0.349032
88,0.6512645725160837,0.6357784441539219,56.6,62.0,0.3485858,0.349032
89,0.6488072089850903,0.6327146462031773,56.0,60.0,0.3485858,0.349032
90,0.6472447924315929,0.6323908141681126,57.9,57.0,0.3485858,0.349032
91,0.6510295532643795,0.6330169183867318,57.6,54.5,0.3485858,0.349032
92,0.6470009423792362,0.6296588948794773,59.9,60.5,0.3485858,0.349032
93,0.6470064129680395,0.6298566034861973,56.0,64.5,0.3485858,0.349032
94,0.6480379849672318,0.6278163194656372,58.5,58.0,0.3485858,0.349032
95,0.6470638997852802,0.631691540990557,60.8,61.0,0.3485858,0.349032
96,0.6462529841810465,0.6293681945119586,62.0,59.0,0.3485858,0.349032
97,0.6439534183591604,0.6303156954901559,61.1,61.5,0.3485858,0.349032
98,0.6439928188920021,0.6248248304639544,58.4,58.0,0.3485858,0.349032
99,0.6462137661874294,0.6267181209155491,58.5,66.5,0.3485858,0.349032
100,0.6464169174432755,0.6314276201384408,60.0,56.5,0.3485858,0.349032
